id,ess_id,scenario,date,value
426,28,4,2042-01-01 00:00:00,559979.9999999999
427,28,4,2043-01-01 00:00:00,543387.9999999999
428,28,4,2044-01-01 00:00:00,530944
429,28,4,2045-01-01 00:00:00,518500
430,28,4,2046-01-01 00:00:00,506056
431,28,4,2047-01-01 00:00:00,489463.99999999994
432,28,4,2048-01-01 00:00:00,477020
433,28,4,2049-01-01 00:00:00,464575.99999999994
434,28,4,2050-01-01 00:00:00,452131.99999999994
435,28,2,2020-01-01 00:00:00,1746307.9999999998
436,28,2,2021-01-01 00:00:00,1671643.9999999998
437,28,2,2022-01-01 00:00:00,1613572
438,28,2,2023-01-01 00:00:00,1551351.9999999998
439,28,2,2024-01-01 00:00:00,1514020
440,28,2,2025-01-01 00:00:00,1455947.9999999998
441,28,2,2026-01-01 00:00:00,1414467.9999999998
442,28,2,2027-01-01 00:00:00,1372987.9999999998
443,28,2,2028-01-01 00:00:00,1306620
444,28,2,2029-01-01 00:00:00,1231956
445,28,2,2030-01-01 00:00:00,1161439.9999999998
446,28,2,2031-01-01 00:00:00,1090924
447,28,2,2032-01-01 00:00:00,1016259.9999999999
448,28,2,2033-01-01 00:00:00,983075.9999999999
449,28,2,2034-01-01 00:00:00,945743.9999999999
450,28,2,2035-01-01 00:00:00,908411.9999999999
451,28,2,2036-01-01 00:00:00,879376
452,28,2,2037-01-01 00:00:00,850339.9999999999
453,28,2,2038-01-01 00:00:00,825451.9999999999
454,28,2,2039-01-01 00:00:00,800564
455,28,2,2040-01-01 00:00:00,779824
456,28,2,2041-01-01 00:00:00,767380
457,28,2,2042-01-01 00:00:00,754935.9999999999
458,28,2,2043-01-01 00:00:00,734195.9999999999
459,28,2,2044-01-01 00:00:00,721752
460,28,2,2045-01-01 00:00:00,705160
461,28,2,2046-01-01 00:00:00,692715.9999999999
462,28,2,2047-01-01 00:00:00,680271.9999999999
463,28,2,2048-01-01 00:00:00,667828
464,28,2,2049-01-01 00:00:00,659531.9999999999
465,28,2,2050-01-01 00:00:00,647088
466,28,1,2020-01-01 00:00:00,1746307.9999999998
467,28,1,2021-01-01 00:00:00,1671643.9999999998
468,28,1,2022-01-01 00:00:00,1613572
469,28,1,2023-01-01 00:00:00,1551351.9999999998
470,28,1,2024-01-01 00:00:00,1514020
471,28,1,2025-01-01 00:00:00,1455947.9999999998
472,28,1,2026-01-01 00:00:00,1414467.9999999998
473,28,1,2027-01-01 00:00:00,1372987.9999999998
474,28,1,2028-01-01 00:00:00,1306620
475,28,1,2029-01-01 00:00:00,1231956
476,28,1,2030-01-01 00:00:00,1161439.9999999998
477,28,1,2031-01-01 00:00:00,1090924
478,28,1,2032-01-01 00:00:00,1016259.9999999999
479,28,1,2033-01-01 00:00:00,983075.9999999999
480,28,1,2034-01-01 00:00:00,945743.9999999999
481,28,1,2035-01-01 00:00:00,908411.9999999999
482,28,1,2036-01-01 00:00:00,879376
483,28,1,2037-01-01 00:00:00,850339.9999999999
484,28,1,2038-01-01 00:00:00,825451.9999999999
485,28,1,2039-01-01 00:00:00,800564
486,28,1,2040-01-01 00:00:00,779824
487,28,1,2041-01-01 00:00:00,767380
488,28,1,2042-01-01 00:00:00,754935.9999999999
